"ID","version","startDate","patch","match-status","isLive","event","groupname","playoff-stage","overtrackOwnerID","VOD","VODname","bestOf","team1","team2","team1Score","team2Score","newRawdata","matchOfMatches","fatherMatch","privKey","srBefore","srAfter"
"2444","4","2018-02-08 22:00:00",NULL,"2","0","86","Stage 1","0",NULL,"https://www.twitch.tv/videos/227092019",,"4","337","318","0","4","0","0",NULL,,"0","0"
"2445","4","2018-02-09 00:00:00",NULL,"2","0","86","Stage 1","0",NULL,"https://www.twitch.tv/videos/227129215",,"4","335","336","0","3","0","0",NULL,,"0","0"
"2446","4","2018-02-09 02:00:00",NULL,"2","0","86","Stage 1","0",NULL,"https://www.twitch.tv/videos/227162327",,"4","332","331","1","3","0","0",NULL,,"0","0"
"2447","4","2018-02-10 00:00:00",NULL,"2","0","86","Stage 1","0",NULL,"https://www.twitch.tv/videos/227461001",,"4","334","330","1","3","0","0",NULL,,"0","0"
"2448","4","2018-02-10 02:00:00",NULL,"2","0","86","Stage 1","0",NULL,"https://www.twitch.tv/videos/227504842",,"4","329","338","3","2","0","0",NULL,,"0","0"
"2449","4","2018-02-10 04:00:00",NULL,"2","0","86","Stage 1","0",NULL,"https://www.twitch.tv/videos/227532615",,"4","333","328","4","0","0","0",NULL,,"0","0"
"2450","4","2018-02-10 19:00:00",NULL,"2","0","86","Stage 1","0",NULL,"https://www.twitch.tv/videos/227751021",,"4","336","332","3","2","0","0",NULL,,"0","0"
"2451","4","2018-02-10 21:00:00",NULL,"2","0","86","Stage 1","0",NULL,"https://www.twitch.tv/videos/227797516",,"4","331","318","3","2","0","0",NULL,,"0","0"
"2452","4","2018-02-10 23:45:00",NULL,"2","0","86","Stage 1","0",NULL,"https://www.twitch.tv/videos/227841115",,"4","335","337","2","3","0","0",NULL,,"0","0"
"2454","4","2018-02-11 04:05:00",NULL,"2","0","86","Stage 1","61",NULL,"https://www.twitch.tv/videos/227879141",,"5","336","332","2","3","0","0",NULL,,"0","0"
"2455","4","2018-02-24 00:00:00",NULL,"2","0","86","Stage 2","0",NULL,"https://www.twitch.tv/videos/232137012",,"4","332","336","3","2","0","0",NULL,,"0","0"
"2456","4","2018-02-24 02:00:00",NULL,"2","0","86","Stage 2","0",NULL,"https://www.twitch.tv/videos/232224061",,"4","330","334","3","1","0","0",NULL,,"0","0"
"2457","4","2018-02-24 04:00:00",NULL,"2","0","86","Stage 2","0",NULL,"https://www.twitch.tv/videos/232251464",,"4","338","329","1","3","0","0",NULL,,"0","0"
"2458","4","2018-02-24 21:00:00",NULL,"2","0","86","Stage 2","0",NULL,"https://www.twitch.tv/videos/232499981",,"4","337","335","4","0","0","0",NULL,,"0","0"
"2459","4","2018-02-24 23:00:00",NULL,"2","0","86","Stage 2","0",NULL,"https://www.twitch.tv/videos/232537011",,"4","318","331","0","4","0","0",NULL,,"0","0"
"2460","4","2018-02-25 01:00:00",NULL,"2","0","86","Stage 2","0",NULL,"https://www.twitch.tv/videos/232572046",,"4","328","333","0","3","0","0",NULL,,"0","0"
"2461","4","2018-03-01 00:00:00",NULL,"2","0","86","Stage 2","0",NULL,"https://www.twitch.tv/videos/233899255",,"4","329","330","3","1","0","0",NULL,,"0","0"
"2462","4","2018-03-01 02:00:00",NULL,"2","0","86","Stage 2","0",NULL,"https://www.twitch.tv/videos/233936171",,"4","333","338","3","1","0","0",NULL,,"0","0"
"2463","4","2018-03-01 04:00:00",NULL,"2","0","86","Stage 2","0",NULL,"https://www.twitch.tv/videos/233957600",,"4","334","328","4","0","0","0",NULL,,"0","0"
"2464","4","2018-03-02 00:00:00",NULL,"2","0","86","Stage 2","0",NULL,"https://www.twitch.tv/videos/234238863",,"4","335","332","1","3","0","0",NULL,,"0","0"
"2465","4","2018-03-02 02:00:00",NULL,"2","0","86","Stage 2","0",NULL,"https://www.twitch.tv/videos/234272663",,"4","331","337","2","3","0","0",NULL,,"0","0"
"2466","4","2018-03-02 04:00:00",NULL,"2","0","86","Stage 2","0",NULL,"https://www.twitch.tv/videos/234291730",,"4","336","318","4","0","0","0",NULL,,"0","0"
"2467","4","2018-03-03 00:00:00",NULL,"2","0","86","Stage 2","0",NULL,"https://www.twitch.tv/videos/234587038",,"4","318","335","4","0","0","0",NULL,,"0","0"
"2468","4","2018-03-03 02:00:00",NULL,"2","0","86","Stage 2","0",NULL,"https://www.twitch.tv/videos/234619443",,"4","334","329","1","3","0","0",NULL,,"0","0"
"2469","4","2018-03-03 04:00:00",NULL,"2","0","86","Stage 2","0",NULL,"https://www.twitch.tv/videos/234650972",,"4","330","333","1","3","0","0",NULL,,"0","0"
"2470","4","2018-03-03 21:00:00",NULL,"2","0","86","Stage 2","0",NULL,"https://www.twitch.tv/videos/234919444",,"4","337","332","0","4","0","0",NULL,,"0","0"
"2471","4","2018-03-03 23:00:00",NULL,"2","0","86","Stage 2","0",NULL,"https://www.twitch.tv/videos/234961052",,"4","331","336","0","4","0","0",NULL,,"0","0"
"2472","4","2018-03-04 01:00:00",NULL,"2","0","86","Stage 2","0",NULL,"https://www.twitch.tv/videos/234998816",,"4","328","338","0","4","0","0",NULL,,"0","0"
"2473","4","2018-03-08 00:00:00",NULL,"2","0","86","Stage 2","0",NULL,"https://www.twitch.tv/videos/236381207",,"4","329","328","3","1","0","0",NULL,,"0","0"
"2474","4","2018-03-08 02:00:00",NULL,"2","0","86","Stage 2","0",NULL,"https://www.twitch.tv/videos/236420242",,"4","338","330","3","0","0","0",NULL,,"0","0"
"2475","4","2018-03-08 04:00:00",NULL,"2","0","86","Stage 2","0",NULL,"https://www.twitch.tv/videos/236446711",,"4","333","334","0","4","0","0",NULL,,"0","0"
"2476","4","2018-03-09 00:00:00",NULL,"2","0","86","Stage 2","0",NULL,"https://www.twitch.tv/videos/236723925",,"4","337","329","1","3","0","0",NULL,,"0","0"
"2477","4","2018-03-09 02:00:00",NULL,"2","0","86","Stage 2","0",NULL,"https://www.twitch.tv/videos/236761168",,"4","331","333","0","4","0","0",NULL,,"0","0"
"2478","4","2018-03-09 04:00:00",NULL,"2","0","86","Stage 2","0",NULL,"https://www.twitch.tv/videos/236782096",,"4","318","328","4","0","0","0",NULL,,"0","0"
"2479","4","2018-03-10 00:00:00",NULL,"2","0","86","Stage 2","0",NULL,"https://www.twitch.tv/videos/237082927",,"4","332","318","4","0","0","0",NULL,,"0","0"
"2480","4","2018-03-10 02:00:00",NULL,"2","0","86","Stage 2","0",NULL,"https://www.twitch.tv/videos/237127624",,"4","336","337","3","1","0","0",NULL,,"0","0"
"2481","4","2018-03-10 04:00:00",NULL,"2","0","86","Stage 2","0",NULL,"https://www.twitch.tv/videos/237157886",,"4","335","331","2","3","0","0",NULL,,"0","0"
"2482","4","2018-03-10 21:00:00",NULL,"2","0","86","Stage 2","0",NULL,"https://www.twitch.tv/videos/237420059",,"4","332","334","1","3","0","0",NULL,,"0","0"
"2483","4","2018-03-10 23:00:00",NULL,"2","0","86","Stage 2","0",NULL,"https://www.twitch.tv/videos/237459277",,"4","336","338","4","0","0","0",NULL,,"0","0"
"2484","4","2018-03-11 01:00:00",NULL,"2","0","86","Stage 2","0",NULL,"https://www.twitch.tv/videos/237511507",,"4","335","330","3","2","0","0",NULL,,"0","0"
"2485","4","2018-03-14 23:00:00",NULL,"2","0","86","Stage 2","0",NULL,"https://www.twitch.tv/videos/238867357",,"4","318","330","4","0","0","0",NULL,,"0","0"
"2486","4","2018-03-15 01:00:00",NULL,"2","0","86","Stage 2","0",NULL,"https://www.twitch.tv/videos/238912791",,"4","336","329","3","2","0","0",NULL,,"0","0"
"2487","4","2018-03-15 03:00:00",NULL,"2","0","86","Stage 2","0",NULL,"https://www.twitch.tv/videos/238934376",,"4","337","328","4","0","0","0",NULL,,"0","0"
"2488","4","2018-03-16 00:00:00",NULL,"2","0","86","Stage 2","0",NULL,"https://www.twitch.tv/videos/239216171",,"4","328","336","0","4","0","0",NULL,,"0","0"
"2489","4","2018-03-16 02:00:00",NULL,"2","0","86","Stage 2","0",NULL,"https://www.twitch.tv/videos/239243169",,"4","335","333","3","1","0","0",NULL,,"0","0"
"2490","4","2018-03-16 04:00:00",NULL,"2","0","86","Stage 2","0",NULL,"https://www.twitch.tv/videos/239275259",,"4","331","334","2","3","0","0",NULL,,"0","0"
"2491","4","2018-03-16 23:00:00",NULL,"2","0","86","Stage 2","0",NULL,"https://www.twitch.tv/videos/239568812",,"4","334","335","2","1","0","0",NULL,,"0","0"
"2492","4","2018-03-17 01:00:00",NULL,"2","0","86","Stage 2","0",NULL,"https://www.twitch.tv/videos/239603706",,"4","332","338","3","1","0","0",NULL,,"0","0"
"2493","4","2018-03-17 03:00:00",NULL,"2","0","86","Stage 2","0",NULL,"https://www.twitch.tv/videos/239644667",,"4","333","318","2","3","0","0",NULL,,"0","0"
"2494","4","2018-03-17 18:00:00",NULL,"2","0","86","Stage 2","0",NULL,"https://www.twitch.tv/videos/239897394",,"4","329","332","0","4","0","0",NULL,,"0","0"
"2495","4","2018-03-17 20:00:00",NULL,"2","0","86","Stage 2","0",NULL,"https://www.twitch.tv/videos/239933582",,"4","338","331","3","1","0","0",NULL,,"0","0"
"2496","4","2018-03-17 22:00:00",NULL,"2","0","86","Stage 2","0",NULL,"https://www.twitch.tv/videos/239961268",,"4","330","337","0","4","0","0",NULL,,"0","0"
"2497","4","2018-03-21 23:00:00",NULL,"2","0","86","Stage 2","0",NULL,"https://www.twitch.tv/videos/241414995",,"4","334","337","1","3","0","0",NULL,,"0","0"
"2498","4","2018-03-22 01:00:00",NULL,"2","0","86","Stage 2","0",NULL,"https://www.twitch.tv/videos/241456057",,"4","335","338","3","2","0","0",NULL,,"0","0"
"2499","4","2018-03-22 03:00:00",NULL,"2","0","86","Stage 2","0",NULL,"https://www.twitch.tv/videos/241478408",,"4","328","331","0","4","0","0",NULL,,"0","0"
"2500","4","2018-03-22 21:00:00",NULL,"2","0","86","Stage 2","0",NULL,"https://www.twitch.tv/videos/241779166",,"4","331","329","3","1","0","0",NULL,,"0","0"
"2501","4","2018-03-22 23:00:00",NULL,"2","0","86","Stage 2","0",NULL,"https://www.twitch.tv/videos/241818765",,"4","336","330","3","2","0","0",NULL,,"0","0"
"2502","4","2018-03-23 01:00:00",NULL,"2","0","86","Stage 2","0",NULL,"https://www.twitch.tv/videos/241845960",,"4","338","318","2","3","0","0",NULL,,"0","0"
"2503","4","2018-03-23 23:00:00",NULL,"2","0","86","Stage 2","0",NULL,"https://www.twitch.tv/videos/242141397",,"4","329","335","3","1","0","0",NULL,,"0","0"
"2504","4","2018-03-24 01:00:00",NULL,"2","0","86","Stage 2","0",NULL,"https://www.twitch.tv/videos/242191831",,"4","337","333","3","2","0","0",NULL,,"0","0"
"2505","4","2018-03-24 03:00:00",NULL,"2","0","86","Stage 2","0",NULL,"https://www.twitch.tv/videos/242218782",,"4","332","328","4","0","0","0",NULL,,"0","0"
"2506","4","2018-03-24 18:00:00",NULL,"2","0","86","Stage 2","0",NULL,"https://www.twitch.tv/videos/242489667",,"4","330","332","1","3","0","0",NULL,,"0","0"
"2507","4","2018-03-24 20:00:00",NULL,"2","0","86","Stage 2","0",NULL,"https://www.twitch.tv/videos/242529883",,"4","333","336","0","4","0","0",NULL,,"0","0"
"2508","4","2018-03-24 22:00:00",NULL,"2","0","86","Stage 2","0",NULL,"https://www.twitch.tv/videos/242578876",,"4","318","334","3","2","0","0",NULL,,"0","0"
"2509","4","2018-03-25 20:00:00",NULL,"2","0","86","Stage 2","62",NULL,"https://www.twitch.tv/videos/242896643",,"5","332","337","2","3","0","0",NULL,,"0","0"
"2510","4","2018-03-25 22:00:00",NULL,"2","0","86","Stage 2","61",NULL,"https://www.twitch.tv/videos/242939037",,"5","336","337","3","2","0","0",NULL,,"0","0"
"2570","4","2018-04-06 23:00:00",NULL,"2","0","86","Stage 3","0",NULL,"https://www.twitch.tv/videos/247485667",,"4","334","330","3","1","0","0",NULL,,"0","0"
"2571","4","2018-04-07 01:00:00",NULL,"2","0","86","Stage 3","0",NULL,"https://www.twitch.tv/videos/247523125",,"4","333","328","4","0","0","0",NULL,,"0","0"
"2572","4","2018-04-07 03:00:00",NULL,"2","0","86","Stage 3","0",NULL,"https://www.twitch.tv/videos/247561879",,"4","329","338","4","0","0","0",NULL,,"0","0"
"2573","4","2018-04-07 18:00:00",NULL,"2","0","86","Stage 3","0",NULL,"https://www.twitch.tv/videos/247825437",,"4","335","337","1","3","0","0",NULL,,"0","0"
"2574","4","2018-04-07 20:00:00",NULL,"2","0","86","Stage 3","0",NULL,"https://www.twitch.tv/videos/247862942",,"4","331","318","0","4","0","0",NULL,,"0","0"
"2575","4","2018-04-07 22:00:00",NULL,"2","0","86","Stage 3","0",NULL,"https://www.twitch.tv/videos/247905714",,"4","336","332","4","0","0","0",NULL,,"0","0"
"2576","4","2018-04-11 23:00:00",NULL,"2","0","86","Stage 3","0",NULL,"https://www.twitch.tv/videos/249355032",,"4","328","334","0","4","0","0",NULL,,"0","0"
"2577","4","2018-04-12 01:00:00",NULL,"2","0","86","Stage 3","0",NULL,"https://www.twitch.tv/videos/249392376",,"4","338","333","0","4","0","0",NULL,,"0","0"
"2578","4","2018-04-12 03:00:00",NULL,"2","0","86","Stage 3","0",NULL,"https://www.twitch.tv/videos/249426063",,"4","330","329","2","3","0","0",NULL,,"0","0"
"2579","4","2018-04-12 21:00:00",NULL,"2","0","86","Stage 3","0",NULL,"https://www.twitch.tv/videos/249733344",,"4","318","336","3","2","0","0",NULL,,"0","0"
"2580","4","2018-04-12 23:00:00",NULL,"2","0","86","Stage 3","0",NULL,"https://www.twitch.tv/videos/249766097",,"4","332","335","3","0","0","0",NULL,,"0","0"
"2581","4","2018-04-13 01:00:00",NULL,"2","0","86","Stage 3","0",NULL,"https://www.twitch.tv/videos/249797068",,"4","337","331","3","2","0","0",NULL,,"0","0"
"2582","4","2018-04-13 23:00:00",NULL,"2","0","86","Stage 3","0",NULL,"https://www.twitch.tv/videos/250099737",,"4","333","330","2","1","0","0",NULL,,"0","0"
"2583","4","2018-04-14 01:00:00",NULL,"2","0","86","Stage 3","0",NULL,"https://www.twitch.tv/videos/250137228",,"4","338","328","3","1","0","0",NULL,,"0","0"
"2584","4","2018-04-14 03:00:00",NULL,"2","0","86","Stage 3","0",NULL,"https://www.twitch.tv/videos/250169403",,"4","329","334","2","3","0","0",NULL,,"0","0"
"2585","4","2018-04-14 18:00:00",NULL,"2","0","86","Stage 3","0",NULL,"https://www.twitch.tv/videos/250427493",,"4","332","337","2","3","0","0",NULL,,"0","0"
"2586","4","2018-04-14 20:00:00",NULL,"2","0","86","Stage 3","0",NULL,"https://www.twitch.tv/videos/250474544",,"4","336","331","3","2","0","0",NULL,,"0","0"
"2587","4","2018-04-14 22:00:00",NULL,"2","0","86","Stage 3","0",NULL,"https://www.twitch.tv/videos/250518587",,"4","335","318","2","3","0","0",NULL,,"0","0"
